anime_id,eng_version,Score,Genres,Episodes,Type,Premiered,Members
36287,Early English with Doraemon,6.04,Kids,3,Special,,437
6731,Ultraman Kids no Kotowaza Monogatari,6.04,"Comedy, Kids, Super Power",26,TV,Spring 1986,528
29517,Kumi to Tulip,6.04,"Kids, Sci-Fi",1,Movie,,1658
11791,Sore Ike! Anpanman: Ruby no Negai,6.04,"Comedy, Kids, Magic",1,Movie,,367
12965,Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",1,Movie,,1105
19769,Magical Warfare,6.03,"Action, Fantasy, Magic",12,TV,Winter 2014,202335
32171,Ange Vierge,6.03,"Adventure, Magic, Fantasy, School",12,TV,Summer 2016,44646
30519,Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,6.03,"Comedy, Magic, Shoujo",36,TV,Spring 2011,1109
31150,Pleasant Goat and Big Big Wolf,6.03,"Adventure, Comedy, Kids",,TV,,442
30166,Wangpai Yushi Di 0 Ji,6.03,"Comedy, Fantasy, School, Shounen, Supernatural",1,ONA,,1026
11693,The Little Match Girl,6.03,"Drama, Kids",1,Movie,,529
2989,My Classmate's Mother,6.03,"Hentai, School",2,OVA,,4826
31777,Neko nanka Yondemo Konai.,6.03,"Slice of Life, Seinen",12,TV,Fall 2015,1335
19431,Gokujo.: Souda Onsen ni Ikou!!,6.03,"Ecchi, Comedy, Shoujo Ai",1,Special,,4482
25999,Minna Atsumare! Falcom Gakuen SC,6.03,"Parody, Comedy, School, Seinen",12,TV,Winter 2015,2602
5673,Appleland Story,6.03,"Adventure, Historical, Drama",1,Movie,,1625
11505,Kiss Dum: Omokage,6.03,"Mecha, Military, Sci-Fi",1,Special,,920
545,Mousou Kagaku Series:Wandaba Style,6.03,"Comedy, Sci-Fi",12,TV,Spring 2003,2929
8626,Good Morning,6.03,"Slice of Life, Music",1,Music,,3577
36030,Yoiko no Rekishi Anime: Ookina Kabu (Kabu),6.03,"Comedy, Parody",1,Movie,,410
35238,Dainiji Ura Nyuugakushiken The Animation,6.03,Hentai,1,OVA,,3750
31673,Larva 2nd Season,6.03,Comedy,34,TV,Winter 2013,641
34821,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",6.03,Hentai,1,OVA,,3356
36828,Caligula,6.03,"Action, Sci-Fi",12,TV,Spring 2018,65279
36515,Dies Irae: To the Ring Reincarnation,6.03,"Action, Super Power, Magic",6,ONA,,17210
39258,Afraid To Be Cool / Raise Me Up,6.03,Music,2,Music,,270
17969,Tanken Driland: 1000-nen no Mahou,6.03,"Adventure, Fantasy",51,TV,Spring 2013,1100
9164,Attack No.1: Namida no Fushichou,6.03,"Sports, Drama, Shoujo",1,Movie,,612
38970,Land,6.03,"Dementia, Music",1,Movie,,232
3370,Teacher's Pet,6.03,"Hentai, Romance",2,OVA,,1827
1139,Monkey Magic,6.03,"Kids, Adventure, Fantasy",13,TV,Fall 1998,645
1874,Love♥Love? Specials,6.03,"Ecchi, Comedy, Harem, Romance",4,Special,,4833
36666,Stitch & Ai,6.03,"Sci-Fi, Adventure, Kids",13,TV,Spring 2017,624
25429,Isuca,6.03,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",10,TV,Winter 2015,122521
35178,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.03,Hentai,1,OVA,,4858
18953,Hitotsubu ni Kawaranu Ai wo Komete,6.03,"Magic, Slice of Life",1,ONA,,2241
4187,Megumi,6.03,Historical,1,ONA,,1761
1955,Kimagure Robot,6.03,"Comedy, Fantasy, Sci-Fi",10,TV,Fall 2004,2067
1979,Tobira wo Akete (1995),6.03,"Dementia, Fantasy",1,OVA,,3445
36242,TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,6.03,"Fantasy, Shounen",1,ONA,,2927
34849,Forest this flower bloom,6.03,Dementia,1,Movie,,436
30386,Pikaia!,6.03,"Drama, Kids, Slice of Life",13,TV,Spring 2015,1004
8181,Adachi-ga Hara,6.03,Sci-Fi,1,Movie,,1227
30916,The Five Killers,6.03,Action,1,ONA,,764
28921,Disney Tsum Tsum,6.03,Kids,36,TV,,831
40194,Kung Fu Cooking Girls,6.03,"Action, Ecchi, Martial Arts, Fantasy",1,ONA,,444
21479,Metal Fight Beyblade Zero G Specials,6.03,"Adventure, Sports",7,Special,,2577
6694,Triangle Blue,6.03,Hentai,2,OVA,,6035
22055,Gakkou no Kaidan Recaps,6.03,"Horror, Mystery, Supernatural",2,Special,,1510
22081,Cosplay Rakuen,6.03,Hentai,1,OVA,,3560
37806,Gunjou no Magmell,6.03,"Action, Adventure, Super Power, Fantasy, Shounen",13,TV,Spring 2019,99015
1284,Jewel BEM Hunter Lime,6.03,"Comedy, Fantasy",3,OVA,,1721
3120,Bobby ni Kubittake,6.03,"Drama, Romance, Slice of Life",1,Movie,,3029
34548,Cheer Danshi!! Specials,6.03,"Sports, School",2,Special,,2267
12569,Himitsu no Akko-chan (Movie),6.03,"Magic, School, Shoujo",1,Movie,,547
2473,Galaxy Fraulein Yuna,6.03,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",2,OVA,,3170
3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,6.03,"Action, Adventure, Super Power",1,OVA,,902
41547,Ninjala Episode 0:Ninja-Gum is Born,6.03,"Sci-Fi, Super Power, Martial Arts",1,ONA,,249
39221,Bem,6.03,"Action, Demons, Supernatural",12,TV,Summer 2019,52770
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,6.03,Hentai,1,OVA,,4078
34039,L'Œil du cyclone,6.03,"Music, Dementia",1,Music,,519
39567,Special 7:Special Crime Investigation Unit,6.03,"Action, Police, Vampire, Fantasy",12,TV,Fall 2019,36800
2137,Insatiable,6.03,Hentai,2,OVA,,4243
16738,Wooser's Hand-to-Mouth Life Special,6.03,"Slice of Life, Comedy, Fantasy",1,Special,,2884
41298,Go for 2020,6.03,"Drama, Sports",1,ONA,,286
7376,Nutcracker Fantasy,6.03,"Drama, Fantasy, Romance",1,Movie,,573
39582,Woodpecker Detective's Office,6.03,"Mystery, Historical",12,TV,Spring 2020,20414
746,Papa to Kiss in the Dark,6.03,"Comedy, Drama, Romance, Yaoi",2,OVA,,43718
319,Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",3,OVA,,5528
40398,"Hitozuma, Mitsu to Niku",6.02,Hentai,,OVA,,2520
1349,A.D. Police:To Protect and Serve,6.02,"Action, Sci-Fi, Mecha, Shounen",12,TV,Spring 1999,9349
4298,Joe vs Joe,6.02,"Shounen, Sports",6,OVA,,941
328,Piano:The Melody of a Young Girl's Heart,6.02,"Music, Slice of Life, Drama, Romance, Shoujo",10,TV,Fall 2002,7678
11005,Holy Knight,6.02,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",2,OVA,,36748
4444,Zero Duel Masters,6.02,"Adventure, Comedy, Game, Sports",12,TV,Spring 2007,2114
39810,Kyou Kara Maou! Recap,6.02,"Adventure, Comedy, Fantasy",1,Special,,755
30543,Rasen Sokou no Dystopia,6.02,Hentai,2,OVA,,4129
1150,Legend of Crystania,6.02,"Action, Adventure, Fantasy, Magic, Supernatural",3,OVA,,4242
3301,Septem Charm Magical Kanan,6.02,"Hentai, Magic, Romance, School",4,OVA,,2179
10938,Innocent: Shoujo Memoria,6.02,Hentai,1,OVA,,2725
10306,Umi Monogatari:Seeing Amamiko Island with Kanon,6.02,Comedy,13,Special,,1687
3105,Perverted Thomas,6.02,Hentai,1,OVA,,3314
9691,Kyomu Senshi Miroku,6.02,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy",6,OVA,,767
24675,Future Card Buddyfight Recap,6.02,Game,1,Special,,629
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.02,"Action, Comedy",10,TV,Summer 2010,1126
5287,Ippatsu Kanta-kun,6.02,"Action, Kids, Adventure, Sports, Comedy",53,TV,Fall 1977,552
21441,Taisei Kensetsu: Sri Lanka Kousokudouro,6.02,Drama,1,Special,,3605
2304,Mobile Suit SD Gundam Mk IV,6.02,"Mecha, Parody, Sci-Fi",2,OVA,,2697
7491,Dragon Quest - Emblem of Roto,6.02,"Adventure, Fantasy, Magic, Shounen",1,Movie,,1305
3724,Taiko Drum Master,6.02,Game,26,TV,Spring 2005,780
41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,"Adventure, Comedy",24,TV,Spring 2020,889
2506,Sex Exchange (1),6.02,Hentai,1,OVA,,4283
4509,Captain Future: Kareinaru Taiyokei Race,6.02,"Action, Adventure, Sci-Fi",1,Special,,759
8316,Kawasaki Frontale x Tentai Senshi Sunred,6.02,"Comedy, Parody, Seinen, Sports, Super Power",4,Special,,557
213,Welcome to Pia Carrot,6.02,"Comedy, Romance, Hentai",3,OVA,,3074
30168,Miss Monochrome: Watashi dake no Monogatari,6.02,Music,1,Music,,2484
10349,Suzy's Zoo: Daisuki! Witzy,6.02,Kids,25,TV,Spring 2011,539
41023,Theory of Negativity,6.02,Music,1,Music,,191
34165,Oishi-sa Hajikeru! One Piece,6.02,Music,1,Special,,2976
32745,Fake Style,6.02,Music,1,Music,,364
1908,Lesson XX,6.02,"Romance, Shounen Ai",1,OVA,,7442
31923,Mini Hama: Minimum Hamatora Movies,6.02,"Comedy, Mystery, School, Super Power",2,Movie,,2296
30155,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,6.02,"Action, Adventure, Comedy, Fantasy",1,ONA,,1285
32065,Kimi no Sumu Machi,6.02,Comedy,1,Special,,1066
36761,Osomatsu-san Short Film Series 2nd Season,6.02,"Comedy, Parody",4,Special,,1897
23365,By Your Side,6.02,Music,1,Music,,1122
17955,Hello Kitty in Sleeping Beauty,6.02,"Kids, Fantasy",1,OVA,,430
14231,Akuemon,6.02,"Fantasy, Romance",1,OVA,,1081
8812,Alice SOS,6.02,Adventure,28,TV,Spring 1998,1445
35009,Berserk Recap,6.02,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",1,Special,,10003
3808,Futari Daka,6.01,"Cars, Sports, Shounen",36,TV,Fall 1984,676
11855,Houkago Nyannyan,6.01,Hentai,1,OVA,,4660
16415,Soosee no Aquarion: Dai 27-wa Parallel-ban,6.01,"Comedy, Parody, Mecha",1,Special,,1887
39323,Bungaku Shoujo,6.01,Music,1,Music,,378
307,Adventures On Rainbow Pond,6.01,"Kids, Fantasy, Comedy",39,TV,Winter 1973,965
30646,Perman (1983) Specials,6.01,"Comedy, Kids",3,Special,,325
31044,Kamisama Minarai: Himitsu no Cocotama,6.01,"Fantasy, Kids, Magic, Slice of Life",139,TV,Fall 2015,2439
37662,Shinya! Tensai Bakabon,6.01,"Slice of Life, Comedy",12,TV,Summer 2018,2801
4563,Bakukyuu Hit! Crash B-Daman,6.01,"Game, Adventure, Kids",50,TV,Winter 2006,1509
4011,Binetsukko ♭37℃ The Animation,6.01,"Harem, Hentai, School",2,OVA,,3137
2370,Chains of Lust,6.01,Hentai,2,OVA,,3603
2824,Barbapapa Around the World,6.01,"Adventure, Comedy",50,TV,Summer 1999,902
37973,Maerchen Maedchen,6.01,"Magic, Fantasy, School",2,Special,,5058
37541,Kimi no Iru Basho,6.01,"Sci-Fi, Music",1,Music,,339
24327,Oyome-sama Honey Days♥,6.01,Hentai,2,OVA,,2967
22443,Hello Kitty in Heidi,6.01,Kids,1,OVA,,636
3818,Project:City Flying in the Sky,6.01,"Sci-Fi, Music, Space",1,Music,,1654
8765,Futarigurashi,6.01,"Comedy, Ecchi, Romance",36,TV,Spring 1998,1255
4689,The Path of Wind,6.01,"Music, Kids",1,Music,,3038
38067,Harukana Receive: Yokoku,6.01,Sports,11,ONA,,2435
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,6.01,"Action, Sci-Fi, Space, Mecha",1,OVA,,732
4484,"Darkness of the Sea, Shadow of the Moon",6.01,"Horror, Super Power, Drama, Romance, Shoujo",3,OVA,,1293
2066,Gall Force: The Revolution,6.01,"Action, Military, Sci-Fi, Adventure, Space, Mecha",4,OVA,,1380
9254,Mianhada Saranghanda,6.01,Drama,1,Movie,,1580
2051,Blue Sonnet,6.01,"Action, Drama, Sci-Fi, Shoujo, Super Power",5,OVA,,1876
5829,Blocker Gundan IV Machine Blaster,6.01,"Action, Mecha, Sci-Fi",38,TV,Summer 1976,727
2607,Birth,6.01,"Action, Sci-Fi, Adventure, Comedy",1,OVA,,4885
33363,Eiyu Kaitai,6.01,"Comedy, Drama",1,OVA,,3541
11185,Kowaku no Toki,6.01,Hentai,4,OVA,,9127
10501,Bannou Yasai Ninninman,6.01,"Comedy, Supernatural",1,Movie,,4730
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,6.01,"Action, Military, Sci-Fi, Space, Drama, Mecha",1,Special,,5536
1084,I''s,6.01,"Romance, Drama",2,OVA,,8671
41189,3-pun de Wakaru! Kore made no Love Live! Sunshine!!,6.01,"Music, School",1,ONA,,1654
5178,First Squad:The Moment of Truth,6.01,"Action, Historical, Military, Super Power, Supernatural",1,Movie,,35644
40989,Koisuru Asteroid: KiraKira Zoukan-gou,6.01,School,12,ONA,,2058
28093,Flowers Will Bloom In Tohoku,6.01,"Fantasy, Kids",1,Special,,949
40517,Ano Hi no Kokoro wo Toraete,6.01,"Sci-Fi, Drama",1,ONA,,1185
1037,Saint Beast: Seijuu Kourin-hen,6.01,"Action, Supernatural, Magic, Fantasy",6,TV,Spring 2003,7963
13993,Goulart Knights:Evoked the Beginning White,6.01,"Action, Drama, Fantasy, Shoujo, Supernatural",1,OVA,,2702
10920,The Qwaser Of Stigmata II Picture Drama,6.01,Ecchi,4,Special,,11811
10751,Kikou Kai Galient OVA,6.01,"Action, Sci-Fi, Fantasy, Mecha",3,OVA,,763
1228,Sorcerer on the Rocks,6.01,"Action, Comedy, Ecchi, Fantasy, Supernatural",2,OVA,,3024
14247,Lunn wa Kaze no Naka,6.01,"Drama, Romance",1,OVA,,944
35773,Noraneko,6.0,Comedy,1,ONA,,10826
1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,6.0,"Adventure, Drama, Fantasy, Shounen",1,OVA,,1892
37842,Poputepipikku Specials,6.0,"Comedy, Parody",3,Special,,1502
37051,Petit☆Dream Stars! Let's La Cooking? Showtime!,6.0,"Slice of Life, Magic, Fantasy",1,Movie,,557
1167,Samurai Gun,6.0,"Action, Historical, Seinen",12,TV,Fall 2004,7838
6277,Manga Nippon Mukashibanashi (1976),6.0,"Fantasy, Historical",1471,TV,Winter 1976,1083
2958,Cosplay Cafe,6.0,Hentai,2,OVA,,4453
3406,iDOLM@STER Xenoglossia Specials,6.0,"Comedy, Mecha, Sci-Fi",9,Special,,3259
6327,Miracle Train:Welcome to the Chuo Line,6.0,"Fantasy, Shoujo",1,Special,,3710
3805,Kaitou Tenshi Twin Angel,6.0,Magic,2,OVA,,5158
37622,Ninja Batman x Poputepipikku Kindan no Collab CM,6.0,"Parody, Samurai",1,Special,,4826
39457,Shounen Ashibe: Go! Go! Goma-chan 4,6.0,"Slice of Life, Comedy, Seinen",24,TV,Spring 2019,489
3683,Hippo and Thomas,6.0,Comedy,300,TV,Winter 1971,517
17887,Ichirin-sha,6.0,"Action, Mecha, Sci-Fi, Seinen",1,ONA,,1460
36861,Sorcery in the Big City,6.0,"Action, Police, Magic, Fantasy",1,ONA,,3729
38157,Circlet Princess,6.0,"Action, School, Sci-Fi, Sports",12,TV,Winter 2019,14014
4732,Grope: Yami no naka no Kotori-tachi,6.0,Hentai,2,OVA,,3997
22815,Yariman Fudousan,6.0,Hentai,2,OVA,,3135
39183,Super Shiro,6.0,Kids,48,TV,Fall 2019,1538
321,Najica Blitz Tactics,6.0,"Action, Ecchi, Comedy, Sci-Fi",12,TV,Fall 2001,12788
15043,Haitai Nanafa,6.0,"Comedy, Supernatural",13,TV,Fall 2012,9237
9595,Amanatsu,6.0,Sci-Fi,1,Movie,,2100
6680,Dojoji Temple,6.0,"Supernatural, Historical",1,Movie,,1445
38226,Amazing Stranger,6.0,"Comedy, Romance, Seinen",12,TV,Spring 2019,13341
33048,Zegapain ADP,6.0,"Action, Sci-Fi, Romance, Mecha",1,Movie,,2756
8533,Shadow of the Cherry Blossoms,6.0,"Demons, Drama, Historical, Romance",1,ONA,,1697
9043,Majuu Sensen,6.0,"Action, Fantasy",3,OVA,,932
33462,Miss Bernard said.,6.0,"Comedy, School",12,TV,Fall 2016,18982
3277,Kinnikuman: Haresugata! Seigi Choujin,6.0,"Action, Comedy, Sports, Shounen",1,Movie,,574
8337,Shoka,6.0,"Action, Fantasy, Historical",1,Special,,4596
6695,Hammerboy,6.0,"Adventure, Comedy, Fantasy",1,Movie,,940
881,Green Green OVA,6.0,"Comedy, Ecchi, Romance, School",1,OVA,,25692
33902,Suntory Minami Alps no Tennensui,6.0,"Drama, School",3,Special,,11659
39963,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,6.0,"Comedy, Romance, Ecchi",8,TV,Summer 2019,15143
6704,Queen's Blade:The Exiled Virgin,6.0,"Action, Adventure, Ecchi, Fantasy",6,Special,,13128
8667,Koi Hanabi,6.0,"Music, Kids, Fantasy",1,Music,,437
30263,Hello Kitty in Snow White,6.0,"Kids, Fantasy",1,OVA,,377
3945,Kakyuusei 2: Sketchbook,6.0,Hentai,2,OVA,,1818
21067,Strange+,6.0,"Slice of Life, Comedy, Josei",12,TV,Winter 2014,28386
2447,Mother Knows Breast,6.0,Hentai,2,OVA,,6057
35859,Black Jack: Futari no Kuroi Isha - Manner Movie,6.0,"Comedy, Parody",1,Movie,,736
546,Wind: A Breath of Heart (TV),6.0,"Drama, Romance, School, Supernatural",13,TV,Summer 2004,10151
38031,Kansen Sodom,6.0,Hentai,1,OVA,,4439
3452,Hot Juicy Teacher,6.0,Hentai,3,OVA,,2658
16912,gdgd Fairies 2 Episode 0,6.0,"Comedy, Fantasy",1,Special,,631
22381,Nandaka Velonica,6.0,"Comedy, Fantasy, Kids",10,TV,Winter 2014,1081
4948,The Adventures of Little Samurai,6.0,"Adventure, Fantasy",1,Movie,,1328
14519,Neko Ramen: Ore no Shouyu Aji,6.0,Comedy,13,ONA,,425
3509,Riki-Oh:The Wall of Hell,6.0,"Action, Martial Arts, Super Power, Seinen",1,OVA,,2858
9327,Seme♥Chichi,6.0,Hentai,2,OVA,,2914
37104,Slow Start: Web Yokoku Movie,6.0,Slice of Life,11,ONA,,2425
38444,God Eater Resonant Ops,6.0,"Fantasy, Game, Military, Music, Sci-Fi",1,ONA,,2481
34939,Tales of the Rays,5.99,"Game, Fantasy",2,ONA,,4090
23475,Saimin Jutsu Zero Special,5.99,Hentai,1,Special,,2000
8763,Hajime Ningen Gyatoruz,5.99,"Comedy, Historical",77,TV,Fall 1974,493
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,5.99,"Comedy, Ecchi, Romance, Shounen, Slice of Life",6,OVA,,9409
40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,5.99,"Comedy, School",1,Special,,439
1769,The Super Milk-Chan Show,5.99,"Action, Parody, Comedy, Sci-Fi",12,TV,Winter 2000,4437
2794,Kussetsu,5.99,Hentai,3,OVA,,1127
17787,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,5.99,"Sci-Fi, Seinen",1,Special,,1537
6987,Aki Sora,5.99,"Ecchi, Romance, Seinen",1,OVA,,95907
13983,Thermae Romae: Kodai Romajin ga Uchuu e,5.99,"Space, Comedy, Seinen",1,Special,,1203
1991,Juusou Kikou Dancougar Nova,5.99,Mecha,12,TV,Winter 2007,4877
23551,Ai-Mai-Mi Mousou Catastrophe,5.99,"Comedy, Slice of Life",12,TV,Summer 2014,11005
10526,Duel Masters Zero,5.99,"Action, Game, Kids",24,TV,Fall 2007,1509
7174,Usaru-san,5.99,Kids,4,Special,,1102
3787,Maris the Chojo,5.99,"Comedy, Sci-Fi, Super Power",1,OVA,,2956
36229,Rainbow Signal:Hi-Fi Set,5.99,"Music, Romance, Fantasy",1,Music,,259
2483,Samurai:Hunt for the Sword,5.99,"Action, Adventure, Martial Arts, Samurai",2,OVA,,2073
3532,Professor Shino's Classes in Seduction,5.99,Hentai,1,OVA,,2500
37154,Grimms Notes The Animation,5.99,"Action, Adventure, Magic, Fantasy",12,TV,Winter 2019,34508
15769,Shining Hearts:Bread of Happiness Picture Drama,5.99,Fantasy,6,Special,,1944
33011,KAIJU GIRLS,5.99,"Comedy, Parody, Fantasy",12,ONA,,8057
32961,Regalia:The Three Sacred Stars,5.99,"Action, Sci-Fi, Mecha",13,TV,Summer 2016,25923
4025,Asobou! Hello Kitty,5.99,"Adventure, Fantasy, Kids",26,TV,Spring 1994,1074
35254,Time Bokan:The Villains Strike Back,5.99,"Adventure, Comedy, Historical, Mecha",24,TV,Fall 2017,1505
39840,Ganbare! Kakure Ase Project,5.99,"Music, Slice of Life, School",1,ONA,,570
7510,The Book of the Dead,5.99,"Drama, Supernatural",1,Movie,,1242
5629,Super Bestial Machine God Dancougar:Blazing Epilogue,5.99,"Mecha, Sci-Fi, Space",4,OVA,,895
1148,Doomed Megalopolis,5.99,"Historical, Horror, Supernatural",4,OVA,,7309
31669,Takamiya Nasuno Desu!: Teekyuu Spin-off Special,5.99,"Comedy, Shounen",1,Special,,1952
33681,Flying Witch Petit Special,5.99,"Comedy, Slice of Life, Supernatural",1,Special,,6587
8493,Gegege no Kitarou:Kitarou's Ghost Train,5.99,"Adventure, Super Power, Demons, Supernatural",1,Movie,,590
37680,Onihei Pilot,5.99,"Historical, Seinen",1,Special,,466
34862,Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5.99,"Action, Fantasy",1,ONA,,684
2882,Superbook,5.99,"Kids, Adventure, Fantasy, Historical, Sci-Fi",26,TV,Fall 1981,1771
31299,The Legend of Shangri-La,5.99,"Fantasy, Historical",1,Movie,,322
6062,Duel Masters Movie 2: Lunatic God Saga,5.98,"Action, Adventure, Comedy, Shounen",1,Movie,,903
21507,Soul Eater NOT!,5.98,"Action, Comedy, Ecchi, Shounen, Supernatural",12,TV,Spring 2014,167538
7668,Suki Desu Suzuki-kun!!,5.98,Romance,2,OVA,,4767
310,Three Little Ghosts,5.98,"Comedy, Supernatural",50,TV,Spring 1991,1582
2435,Bondage 101,5.98,"Hentai, School",2,OVA,,2964
2139,Kakyuusei 2: Anthology,5.98,"Drama, Harem, Hentai, Romance",2,OVA,,2401
4534,Locke the Superman:New World Command,5.98,"Action, Sci-Fi, Super Power",2,OVA,,1009
10718,Soliton no Akuma,5.98,"Military, Drama, Sci-Fi",1,Movie,,779
2024,Yoshimune,5.98,"Comedy, Historical",24,TV,Spring 2006,595
3461,Ellcia,5.98,"Adventure, Fantasy",4,OVA,,1923
3911,The Harvest Night,5.98,Hentai,2,OVA,,2540
43426,Taimanin Asagi Spinoff Story,5.98,"Hentai, Demons, Supernatural",1,OVA,,1239
36996,Sword Dynasty,5.98,"Action, Historical",12,ONA,,2282
3889,Junk Boy,5.98,"Comedy, Romance, Ecchi",1,OVA,,6430
3498,Onimusha:Dawn of Dreams,5.98,"Action, Historical, Demons, Martial Arts, Samurai",1,OVA,,1008
38163,Iya na Kao sare nagara Opantsu Misete Moraitai 2,5.98,Ecchi,6,ONA,,17600
3506,Connected,5.98,"Dementia, Music, Sci-Fi",1,Music,,3822
3706,Dark Chapel,5.98,Hentai,2,OVA,,3349
1036,Kashou no Tsuki: Aki Kyougen,5.98,"Historical, Romance, Shoujo, Supernatural",2,OVA,,4620
11543,Hate You,5.98,"Action, Music",1,Music,,1875
17727,Haitai Nanafa 2nd Season,5.98,"Comedy, Supernatural",13,TV,Spring 2013,3304
9282,Duel Masters Movie 3: Honoo no Kizuna XX,5.98,"Game, Shounen",1,Movie,,758
35891,Implicity,5.98,Hentai,2,OVA,,3515
36525,Dorei-ku The Animation,5.98,"Drama, Psychological",12,TV,Spring 2018,50882
1055,Blame!,5.98,"Sci-Fi, Mecha",6,ONA,,25584
3056,Natural,5.98,Hentai,2,OVA,,1812
35018,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,5.98,"Comedy, Parody",1,Movie,,1157
9423,Koko ni Iru,5.98,Slice of Life,1,ONA,,673
9172,Kaitei Sanman Mile,5.98,"Adventure, Fantasy",1,Movie,,496
5151,Mahjong Hishouden: Naki no Ryuu,5.98,"Action, Drama, Game, Seinen",3,OVA,,880
1838,Honey x Honey Drops,5.98,"Drama, Romance, School, Shoujo",2,OVA,,22992
24275,Medamayaki no Kimi Itsu Tsubusu?,5.98,"Comedy, Seinen",4,Special,,979
1390,Parade Parade,5.98,"Hentai, Music, Yuri",2,OVA,,2682
25431,Chain Chronicle: Short Animation,5.98,"Action, Adventure, Magic, Fantasy, Shounen",8,OVA,,9080
30909,Vivi,5.98,"Adventure, Music, Romance, Fantasy",1,Music,,619
42506,World Witches Hasshin Shimasu!,5.97,"Military, Comedy",12,TV,Winter 2021,5867
4562,Chikan Juunin-tai The Animation,5.97,Hentai,5,OVA,,2281
19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,5.97,Comedy,1,Movie,,624
19959,Barbapapa (1977),5.97,"Comedy, Kids, Fantasy",48,TV,Spring 1977,598
9232,Yebisu Celebrities 1st,5.97,Yaoi,1,OVA,,8140
3825,Dokaben,5.97,"Action, Sports, School, Shounen",163,TV,Fall 1976,760
31581,Tsuritama: Harikitte Contest,5.97,"Comedy, Sci-Fi, Slice of Life, Sports",1,Special,,2476
9878,Licca-chan to Yamaneko Hoshi no Tabi,5.97,"Adventure, Fantasy, Kids, Magic",1,OVA,,439
3600,Yotoden:Chronicle of the Warlord Period,5.97,"Action, Demons, Martial Arts",3,OVA,,1860
6636,Super High Speed Galvion,5.97,"Action, Sci-Fi, Police, Mecha",22,TV,Winter 1984,1123
9718,Alien Hypnosis,5.97,Hentai,2,OVA,,2928
2163,AIKa R-16:Virgin Mission,5.97,"Action, Ecchi, Comedy",3,OVA,,19610
3736,Parappa the Rapper,5.97,"Comedy, Fantasy",30,TV,Spring 2001,2662
6571,Here Comes Koume!,5.97,"Comedy, Romance, Slice of Life",12,TV,Summer 1999,974
8041,Hermit Village,5.97,"Comedy, Ecchi",23,TV,Fall 1963,651
20855,Bacterial Contamination,5.97,"Dementia, Horror, Music",1,Music,,3696
40254,XL Joushi.,5.97,"Romance, Ecchi, Josei",8,TV,Fall 2019,22659
37177,Have a Nice Day,5.97,"Psychological, Thriller",1,Movie,,552
3060,Dallos,5.97,"Action, Sci-Fi, Mecha",4,OVA,,6046
28433,Baymax,5.97,"Slice of Life, Music, Drama, Sci-Fi",1,Music,,1345
32343,The Wonderful World,5.97,"Music, Fantasy",1,Music,,490
1267,Ronin Warriors Message,5.97,"Adventure, Fantasy, Samurai, Shounen",5,OVA,,1936
3078,Magical Twilight,5.97,"Hentai, Comedy, Magic, Romance",3,OVA,,1725
35541,Turning Mecard,5.97,"Game, Adventure, Cars, Kids, Mecha",52,TV,Winter 2015,553
3557,Virgin Auction,5.97,Hentai,2,OVA,,2089
18755,Donyatsu,5.97,"Comedy, Sci-Fi, Seinen",12,Movie,,4090
34292,Kamigami no Ki,5.97,"Comedy, Historical, Supernatural",17,TV,Fall 2016,674
38797,"Papa datte, Shitai",5.97,Shounen Ai,8,TV,Winter 2019,19671
8668,The Qwaser Of Stigmata Picture Drama,5.97,Ecchi,16,Special,,14157
8764,Hajime Ningen Gon,5.97,"Comedy, Historical",39,TV,Spring 1996,442
1098,Samurai Girl Real Bout High School,5.97,"Adventure, Comedy, Fantasy, Shounen",13,TV,Summer 2001,8846
